false,true,false,3494,3494,4415,4725,5220,5807,6190,6686,7231
false,false,false,49360,49366,60225,63852,69793,76061,80446,85660,91127
true,true,true,13750,13750,16811,17853,19584,21524,22795,24391,26172
true,false,false,7784,7784,9388,9913,10701,11616,12107,12711,13413
true,true,false,2627,2627,3206,3409,3760,4094,4310,4623,4944
true,false,true,600,600,726,764,832,929,967,1021,1076
false,false,true,117,117,146,156,181,207,225,265,314
false,true,true,143,143,176,187,218,249,265,291,329
